actual_class,predicted_class,confidence,image_path
Common_Rust,Blight,0.642897,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Common_Rust\Corn_Common_Rust (20).jpg
Common_Rust,Blight,0.591211,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Common_Rust\Corn_Common_Rust (33).jpg
Common_Rust,Gray_Leaf_Spot,0.519911,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Common_Rust\Corn_Common_Rust (34).jpg
Common_Rust,Blight,0.417282,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Common_Rust\Corn_Common_Rust (71).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.962150,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (100).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.988132,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (105).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.997425,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (108).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.657140,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (118).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.993393,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (119).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.976823,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (125).jpg
Gray_Leaf_Spot,Blight,0.745943,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (127).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.823620,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (133).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.984462,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (142).JPG
Gray_Leaf_Spot,Blight,0.540537,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (17).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.965361,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (177).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.612622,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (186).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.918951,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (200).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.938685,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (206).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.923155,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (207).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.973251,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (210).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.929192,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (216).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.838750,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (220).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.758146,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (223).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.715914,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (233).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.995125,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (234).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.972122,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (235).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.977409,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (251).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.919608,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (253).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.761259,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (255).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.928107,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (264).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.534916,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (27).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.821723,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (270).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.521089,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (28).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.747294,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (282).JPG
Gray_Leaf_Spot,Blight,0.856524,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (29).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.871131,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (295).JPG
Gray_Leaf_Spot,Blight,0.606405,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (3).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.660340,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (30).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.911285,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (302).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.988439,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (309).JPG
Gray_Leaf_Spot,Blight,0.535297,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (311).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.920000,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (313).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.970780,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (329).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.817604,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (331).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.953606,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (334).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.913634,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (340).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.988754,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (343).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.766285,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (345).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.522120,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (35).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.828463,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (355).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.865117,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (362).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.978797,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (365).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.923682,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (371).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.965402,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (383).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.884436,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (396).JPG
Gray_Leaf_Spot,Blight,0.662111,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (40).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.895706,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (411).jpg
Gray_Leaf_Spot,Blight,0.998709,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (415).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.828905,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (416).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.553564,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (417).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.896814,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (423).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.925257,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (429).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.804673,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (430).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.895838,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (432).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.645583,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (451).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.966195,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (457).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.954505,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (464).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.680332,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (466).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.937189,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (467).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.931532,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (468).JPG
Gray_Leaf_Spot,Blight,0.705525,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (48).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.953763,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (481).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.861120,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (482).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.967268,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (491).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.990973,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (492).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.920751,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (504).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.929385,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (516).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.919877,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (52).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.731229,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (534).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.995682,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (539).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.877287,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (541).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.927268,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (549).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.989889,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (554).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.944366,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (558).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.536198,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (569).jpg
Gray_Leaf_Spot,Gray_Leaf_Spot,0.991305,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (69).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.979156,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (82).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.969474,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (83).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.992981,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (87).JPG
Gray_Leaf_Spot,Gray_Leaf_Spot,0.980976,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (95).JPG
